qid,uid,label
726c3abc84a99da48e27c2d8f19c2bc8,e85d05b6796c351e6a83cfc85309b023,0.000158996321261
3737dc50f0f4b1a3df77b96cbf9ce928,e13419f565027f9c64bdab889acd1cbe,0.000149529965711
a2adc7a16a129c2326706238e186cd11,b19ebc32f3d1de37e12792edc149993f,0.021407103166
56fadfe2695e9ce7c1e50d5f0fa705fb,ac0efd36e6f6eca572f448d6020dce89,0.00158903212287
cf06c69d63dcab40a6f0b35d594d42b7,6aa377580a87ab45bc40da0cf220e530,0.340778887272
23f707b3c605454f7a095922777c2a58,74c3f0c758dd8c3ae3a9f486346f0c56,0.0265034567565
40ed7a89f51921e410d278658b6563ac,f33d4e894c2229000114eab3a3fd8667,0.00117922958452
239ba3e9cfd9b2582e033b0446f7b6ce,eb597fb9e6c92106ad976a2bfc33f11a,0.000905226566829
9c6ed35f3cfd9ce2bf8cc0277677772a,6f2645a07e0cb5a71be55d8d0aca535f,0.00267233001068
406eb8a04629fe6e453e793b5368faa8,ad5b4b01889ed750bc1de041409a889d,0.00471140583977
0394717346380f37af9f332a6e0b711d,58f771da2d34ca41fcb73abef11d8f1e,0.00505415163934
a35c0190ef079f7a60c8dfc285cf26f1,2c5cfd88c429376ba81e24d63b994a27,0.00057945761364
b29bf04590df1c7a6addd2988fad288b,d6ab4e143e46ec81b876a2888d8dc6ac,0.00297146197408
e9c9a59dd0ebae494529142c36724b50,aaf439c4848e24429382607541de5c3b,0.000762242358178
1414becd09ac3c7e1a0b1782619337f5,a9d3d55c7b7d67ab9432fd188d53c20b,0.00197264831513
74ba90087fd503e145d1cd28fe797abc,8ad2cafcfc7230143ac23c9755766017,0.529363155365
52e0acdceb5c7cdb026b1c8fdadd33c5,ca5d0a9b29bf2882580bffb913ce53db,0.000342498766258
075392b2e37d91d5f15e1d05f109d777,6be05503b779607a90a982bad61cba96,0.000556821061764
d0fe358c81a647357a14739426bcc56a,df032cfeeb60832c362f40324b6e99ef,0.00179792486597
ef265e821a3bef561432001bfc840652,751d30ac482b02dc8690c2fd0d5f8940,0.0136584537104
26657dee07de118cb0c3ae1e17062c14,610d84fe5c9c5531950ecde17a5af8d9,0.000236775624217
34cd2a39357cb5fb698736e8953e304d,e651a55cca49f474717e7b4c5d9096ba,0.00224927440286
1d75ef2319f9d48d9216d9c8a9ab1889,6b716a47720d242ef1c704b59685bfa8,0.00130396627355
582d150177b3ce0118b6ed5304e28751,5b70c52b0adff11e043b1eeb93afc1b5,0.00518380058929
1eee8a95050b0752b154fdb168068995,6e018502dd4aae18613550450bc43759,0.00237346417271
1abb503d34d6031b5f7884e39e61aa4b,22114f320d6def8a075cceaf9418f506,0.00118531822227
3eb35f5efb6c1474cbd848696e6c9a31,6c7d7830b7b6b1a65f8572558aa0aade,0.0126465614885
3f1568bd33ce20bc621134697e27d7cd,ff0a28d82e8e1b7c8b45452699fb6987,0.001496685436
4f446605048d038404a2b4e121abb562,64d101c21df8e67b8471950457059907,0.00056086818222
3eaa72bd29f95954bb054faa185dc179,4c62f58cf9c15d338bb7e70a66e5c0c9,0.0152404326946
ec4044876556feb6340a19732ad580d5,6aba8a33ea1f9cf82e97db1147207230,0.00182049581781
2cdf5061fcc50d016d29ad19e91ef8e8,35d88ccf0d7212bfd1b0524a45767b51,0.00906101241708
23f05d5503963d1cfbf14d4d59f89816,474c655982ebb745f0e4e9e74d202e8c,0.00970368180424
1a8d5bc46faba6483009db74a66a888c,4b3506a08b8122eb6f0c9eddfd8e6008,0.000942556711379
a29e605791fb05f72c0ecd416df9b62d,0e996ce4c5c876c301b200bd09fd9dc0,0.0382809080184
585aeeba5d73ec1c083f15813a810d89,355578d08a7f930928de386295d30255,0.00159330829047
4ab2055385e1eac057b25aec7675731c,f2b5edfd6a6057c274087a95aca8f70d,0.000664798193611
e41c1cd63f5fec42611afa9aa0efd1e8,a2874ea6ca3a152b95894aa3934219dc,0.0161528661847
fcdba2e0f1975721f04b74a31c6b97bd,2f3f1da8513128ec0734c216b6b20104,0.00338616385125
f5e7cd6e2da35c524e5a64af0f184db8,509dc06b2431b90dcda79468af19a17d,0.00058927142527
c9afd91ccbebd797e609530a73794a6e,ac478a4bdaf2e1af98d9821dba48c912,0.00119004258886
e9683d27362075bfb1604f47af8d86da,577c7d3233bf728c2b87691766a27197,0.00426340149716
9e33a3b4a8479cd2a5aec4304c9f0384,a14805de42298e2c571a284e0ca067c1,0.00370643753558
e6649ef529c902f897175810e0477297,075711e4cf9223382b892db3b8f8f1b8,0.0313051566482
d2d239b61d325b015fbee8121368f4d1,1388f1c5a6c67dbb9b20acedd962214a,0.000695534283295
46837fdeebbc3d0053aa51bca583a7c0,84493ad69acaf82d9b92e2add586599d,0.00021416915115
60ed67739317f1d8f9b23ed5272276b5,26e0c1a8d1fa77e447e2229a2354dd7c,0.00022112208535
a3159c243c3af51abd654cc28e21faaa,f81dd1fbf9a5177e379e5a87aaebc588,0.000123116376926
2c2a41afcf563ea0032cb4ebd4113e32,051b8f4849d64f3b52b430b05e10f11e,0.000705943268258
0653a9c6afe12f3802352a74e73b9789,7679e6665952a55062078520e8ef73b5,0.000458447291749
f34f13843a06fcb884884675f2189374,d78e4ff203ae6831a84c9261e965e259,0.00358076184057
ecab3d53fdf9171fee66c4a3664844bf,e186029063c3856e6e6a6fb7d876eeb2,0.00012230759603
0653a9c6afe12f3802352a74e73b9789,359166241f4ae158f068111a8c3f4698,0.000167335558217
1c0032e199baf0e09c73cae5f9959948,16643a5c90b7e7870e8896714c7e5bea,0.000291241478408
a3ba238e35944b3ddfe6ea916eae5c3d,1fd732a773f71bcd906a0e4729d45db1,0.00271184602752
692381d767978244e87ed5be6af26bc2,8d598e99d5ee00ff2de7660680d8ff8d,0.00073464110028
d95cb0f9bf6c12bd40d7884739d042fa,99197fa42df85c9ea739a05702f9677a,0.000437976879766
2c01f0b5099ff495edfafb87fb96067c,42a030e85d539540b78eac0670a5d147,0.028975866735
2086486a5c283ef0dfa82e226df4f1e3,741669f3a90112ac9e96e8da50857ce0,0.00322887278162
3df71a9da5e37570554bf567d279f73c,c1df704dc784df9bed667d5916d8934f,0.0012117276201
b4134ad16d4dd064cfba245bf5bdf793,9eb8b777ce79682b748d3f71f8df4ebd,0.0162133872509
f4fee50e76f9bf7c4aae81a15d79d3d8,360df0502c7ffc67c170ea6eee4fcbe5,0.00207146443427
8ec27f3a9ee10373023f6f5396792082,f9b6531de650b2a04a7beadaec2a45c6,0.00904665049165
98e6d22381d2bc297a797a32b0138eb7,01a28a244d6242595810ab5826b4ca30,0.00939295813441
c05cb644d2d5675f4f1cab07ccacd5df,52ec1d57e933776104bd379ff5d2845b,0.000395211653085
3c5c52c368eb452c4b0ad009bfdb5081,ec9c898017a983c5db6bea4f8d7e0e30,4.12019035139e-05
a708560a1706e3b262230da8d940a509,9dcedbad782693376cee3a3ce3d53f6e,0.000715872098226
7a50ff80c64031ebc5c6c1968934c0bd,79a45ac3e7fe8bc9ca49587ff8013d78,0.00203146459535
11214e3a0b482b08e02d7931a6e33b9c,60aa40b2d46aec80310cd84f57e12f22,0.00169290602207
6208ed4e3bbd67eaf52acbf4fb40436e,fa4b6290ea81df23d6845b5e1eb526b4,0.000828649441246
4d378fc6551e77938e464df49a2b35da,aedd1fb2e06dc2f86f7a820caf2224b7,0.0109527204186
f7879f2a7884925d7416f89343c95896,e3b2892ffdc7b25124c673acf7da9368,0.000753684609663
3eaa72bd29f95954bb054faa185dc179,c3a34b18835bc569faa8b1eabacd23bb,0.00485631125048
ec62e1d25e6dff5ae35104e82965d5ba,6698165ecf07f786f587edacd1beed46,0.00066346838139
b06674d5f2135b4f296d25677a795f80,18ef078c925908094fa5302805a71cac,0.000481714203488
d33912ddd7b83cd0cd99fae496fd7d7f,80e8f39dfe0522d562d908d710fb1a87,0.0013253740035
040819d10257dff9deff0280fef7c9b0,43ec68989ae2c532746811b815b5e378,0.00921791512519
76e176fafb7b912fce20dae5808c1692,f63e5dc51d33cebcc3f3156bca7caf05,0.00242268084548
0b50f6de04a0e14e7a7924e22da01348,db4a4efde86ed2cc058fd703b077d8ee,0.000926594948396
c31ef2faf3a00962aa0ff18d2a5be459,6a8fa3cebd983ea6ff08ebd2f291c6ba,0.00293043418787
0f929b143d6c670874ae558f21f49bad,8e06159741bfcd8aa10c34d56924576a,0.000266272429144
6c9d7b275b8fd9dfb7439204a98f3003,cb61a6c290348918e87b11b0f5b50d1c,0.0126588158309
0278beda884e7ed557c47dcb02ebfdca,304d6da424cc4db7308871273f6658da,0.00228281505406
2b95aa619aa6db6194aaf8ec9fbba8cd,51581602f17b3997923b8ea2120e767d,0.0001058717462
b06674d5f2135b4f296d25677a795f80,2ddc34b17264b7269afce7f8f4f83248,0.000104366976302
5e57e9bcbe111e4bf06c607bab1b8d02,296825ad3fcbd149efe3ab0b8abb2518,0.00285173137672
f0bbe10ce682e4d40fd8751466a8d4cc,79b687b9996767f41561e0d46d20eafc,0.0409885682166
29deed3d34a8c5d30bd81e565df1c6f6,bae3a373fcffa6d0f1a938425bcc00d9,0.000255726132309
9375363912e1a69423cc33e748e50d75,e569a1d89fb5d5dda96379b04698c867,0.0024596049916
4a94a79dd06f93b10f26db0825397e24,4fa46db802787cb2a0d6750fdf340ef3,0.00263306498528
4462dcd2a36977b42981ac22436b2f06,2924233bad9352a8c5096df2989caad2,0.00121617713012
b4e86952b16466765e8e5eb8a4a1648c,7bcf17a6f51775a776de432fd5d068b8,0.000472684740089
14c14cd874293a30bfc187f5797f3740,7dd22274b7c370583b3d5a82b1325a09,0.000517084903549
b06674d5f2135b4f296d25677a795f80,25cfe989a10bfe7bd1f3850793b638aa,0.000514720799401
b4134ad16d4dd064cfba245bf5bdf793,e3c907dc4c5af6abd7ae0bd7a27463b0,0.00348494085483
86529f944f4e6ad5977290a4b5a99876,10f5f88a944fc67f2c93f945739c66cb,0.0003016818373
ca3f025bb7d8aa4bdd1fa63eb95f8b7f,3b0a47b50dd2e31a420a668585c26741,0.000458667578641
2daf2d952579496e13c9db619c7f45aa,465b8a27cd191981044b761de6bf0a53,0.00505287852138
