qid,uid,label
726c3abc84a99da48e27c2d8f19c2bc8,e85d05b6796c351e6a83cfc85309b023,2.54330705914e-11
3737dc50f0f4b1a3df77b96cbf9ce928,e13419f565027f9c64bdab889acd1cbe,5.86685614296e-11
a2adc7a16a129c2326706238e186cd11,b19ebc32f3d1de37e12792edc149993f,0.389422240489
56fadfe2695e9ce7c1e50d5f0fa705fb,ac0efd36e6f6eca572f448d6020dce89,0.994847865492
cf06c69d63dcab40a6f0b35d594d42b7,6aa377580a87ab45bc40da0cf220e530,0.999936660381
23f707b3c605454f7a095922777c2a58,74c3f0c758dd8c3ae3a9f486346f0c56,0.120504316357
40ed7a89f51921e410d278658b6563ac,f33d4e894c2229000114eab3a3fd8667,1.02271941307e-10
239ba3e9cfd9b2582e033b0446f7b6ce,eb597fb9e6c92106ad976a2bfc33f11a,2.82699861959e-07
9c6ed35f3cfd9ce2bf8cc0277677772a,6f2645a07e0cb5a71be55d8d0aca535f,9.12465880051e-10
406eb8a04629fe6e453e793b5368faa8,ad5b4b01889ed750bc1de041409a889d,2.81623187756e-06
0394717346380f37af9f332a6e0b711d,58f771da2d34ca41fcb73abef11d8f1e,1.50407632719e-09
a35c0190ef079f7a60c8dfc285cf26f1,2c5cfd88c429376ba81e24d63b994a27,1.14913946118e-18
b29bf04590df1c7a6addd2988fad288b,d6ab4e143e46ec81b876a2888d8dc6ac,0.0382274408916
e9c9a59dd0ebae494529142c36724b50,aaf439c4848e24429382607541de5c3b,7.5840046495e-16
1414becd09ac3c7e1a0b1782619337f5,a9d3d55c7b7d67ab9432fd188d53c20b,9.61749867794e-05
74ba90087fd503e145d1cd28fe797abc,8ad2cafcfc7230143ac23c9755766017,0.99991661594
52e0acdceb5c7cdb026b1c8fdadd33c5,ca5d0a9b29bf2882580bffb913ce53db,0.000223687074649
075392b2e37d91d5f15e1d05f109d777,6be05503b779607a90a982bad61cba96,7.01266896596e-10
d0fe358c81a647357a14739426bcc56a,df032cfeeb60832c362f40324b6e99ef,1.65148522008e-05
ef265e821a3bef561432001bfc840652,751d30ac482b02dc8690c2fd0d5f8940,0.0162729481679
26657dee07de118cb0c3ae1e17062c14,610d84fe5c9c5531950ecde17a5af8d9,3.17542416981e-23
34cd2a39357cb5fb698736e8953e304d,e651a55cca49f474717e7b4c5d9096ba,1.11578974929e-16
1d75ef2319f9d48d9216d9c8a9ab1889,6b716a47720d242ef1c704b59685bfa8,0.0045442646724
582d150177b3ce0118b6ed5304e28751,5b70c52b0adff11e043b1eeb93afc1b5,0.0069772903764
1eee8a95050b0752b154fdb168068995,6e018502dd4aae18613550450bc43759,7.09886748443e-07
1abb503d34d6031b5f7884e39e61aa4b,22114f320d6def8a075cceaf9418f506,8.685229302e-12
3eb35f5efb6c1474cbd848696e6c9a31,6c7d7830b7b6b1a65f8572558aa0aade,1.44570535353e-09
3f1568bd33ce20bc621134697e27d7cd,ff0a28d82e8e1b7c8b45452699fb6987,8.28447499447e-05
4f446605048d038404a2b4e121abb562,64d101c21df8e67b8471950457059907,1.16598201374e-13
3eaa72bd29f95954bb054faa185dc179,4c62f58cf9c15d338bb7e70a66e5c0c9,0.0236639204293
ec4044876556feb6340a19732ad580d5,6aba8a33ea1f9cf82e97db1147207230,3.1296895088e-10
2cdf5061fcc50d016d29ad19e91ef8e8,35d88ccf0d7212bfd1b0524a45767b51,9.00865593152e-08
23f05d5503963d1cfbf14d4d59f89816,474c655982ebb745f0e4e9e74d202e8c,0.0263894265114
1a8d5bc46faba6483009db74a66a888c,4b3506a08b8122eb6f0c9eddfd8e6008,5.20795318274e-06
a29e605791fb05f72c0ecd416df9b62d,0e996ce4c5c876c301b200bd09fd9dc0,3.61678460396e-05
585aeeba5d73ec1c083f15813a810d89,355578d08a7f930928de386295d30255,4.4689446331e-15
4ab2055385e1eac057b25aec7675731c,f2b5edfd6a6057c274087a95aca8f70d,6.54131538942e-07
e41c1cd63f5fec42611afa9aa0efd1e8,a2874ea6ca3a152b95894aa3934219dc,0.000371305041851
fcdba2e0f1975721f04b74a31c6b97bd,2f3f1da8513128ec0734c216b6b20104,0.999934319332
f5e7cd6e2da35c524e5a64af0f184db8,509dc06b2431b90dcda79468af19a17d,5.683912074e-15
c9afd91ccbebd797e609530a73794a6e,ac478a4bdaf2e1af98d9821dba48c912,3.83431626945e-10
e9683d27362075bfb1604f47af8d86da,577c7d3233bf728c2b87691766a27197,0.000282198242753
9e33a3b4a8479cd2a5aec4304c9f0384,a14805de42298e2c571a284e0ca067c1,8.32550115024e-05
e6649ef529c902f897175810e0477297,075711e4cf9223382b892db3b8f8f1b8,0.982957565861
d2d239b61d325b015fbee8121368f4d1,1388f1c5a6c67dbb9b20acedd962214a,5.98518050101e-18
46837fdeebbc3d0053aa51bca583a7c0,84493ad69acaf82d9b92e2add586599d,2.15165966692e-07
60ed67739317f1d8f9b23ed5272276b5,26e0c1a8d1fa77e447e2229a2354dd7c,5.15448409197e-08
a3159c243c3af51abd654cc28e21faaa,f81dd1fbf9a5177e379e5a87aaebc588,4.8721460672e-05
2c2a41afcf563ea0032cb4ebd4113e32,051b8f4849d64f3b52b430b05e10f11e,5.84125258207e-17
0653a9c6afe12f3802352a74e73b9789,7679e6665952a55062078520e8ef73b5,1.70525592169e-05
f34f13843a06fcb884884675f2189374,d78e4ff203ae6831a84c9261e965e259,1.41838849657e-12
ecab3d53fdf9171fee66c4a3664844bf,e186029063c3856e6e6a6fb7d876eeb2,6.54363119914e-23
0653a9c6afe12f3802352a74e73b9789,359166241f4ae158f068111a8c3f4698,1.38197118245e-13
1c0032e199baf0e09c73cae5f9959948,16643a5c90b7e7870e8896714c7e5bea,0.00242253317378
a3ba238e35944b3ddfe6ea916eae5c3d,1fd732a773f71bcd906a0e4729d45db1,9.01719039545e-06
692381d767978244e87ed5be6af26bc2,8d598e99d5ee00ff2de7660680d8ff8d,4.63306372786e-13
d95cb0f9bf6c12bd40d7884739d042fa,99197fa42df85c9ea739a05702f9677a,3.61504112023e-15
2c01f0b5099ff495edfafb87fb96067c,42a030e85d539540b78eac0670a5d147,1.4135532853e-08
2086486a5c283ef0dfa82e226df4f1e3,741669f3a90112ac9e96e8da50857ce0,0.00420132845375
3df71a9da5e37570554bf567d279f73c,c1df704dc784df9bed667d5916d8934f,2.38710078291e-12
b4134ad16d4dd064cfba245bf5bdf793,9eb8b777ce79682b748d3f71f8df4ebd,0.00278373223244
f4fee50e76f9bf7c4aae81a15d79d3d8,360df0502c7ffc67c170ea6eee4fcbe5,2.02536570629e-07
8ec27f3a9ee10373023f6f5396792082,f9b6531de650b2a04a7beadaec2a45c6,0.0114819451368
98e6d22381d2bc297a797a32b0138eb7,01a28a244d6242595810ab5826b4ca30,4.35591695598e-12
c05cb644d2d5675f4f1cab07ccacd5df,52ec1d57e933776104bd379ff5d2845b,0.00566015634611
3c5c52c368eb452c4b0ad009bfdb5081,ec9c898017a983c5db6bea4f8d7e0e30,3.21921114812e-16
a708560a1706e3b262230da8d940a509,9dcedbad782693376cee3a3ce3d53f6e,1.12211524981e-16
7a50ff80c64031ebc5c6c1968934c0bd,79a45ac3e7fe8bc9ca49587ff8013d78,0.000916914534187
11214e3a0b482b08e02d7931a6e33b9c,60aa40b2d46aec80310cd84f57e12f22,2.07558358834e-09
6208ed4e3bbd67eaf52acbf4fb40436e,fa4b6290ea81df23d6845b5e1eb526b4,8.53056855143e-10
4d378fc6551e77938e464df49a2b35da,aedd1fb2e06dc2f86f7a820caf2224b7,0.00029038374127
f7879f2a7884925d7416f89343c95896,e3b2892ffdc7b25124c673acf7da9368,8.88222459536e-07
3eaa72bd29f95954bb054faa185dc179,c3a34b18835bc569faa8b1eabacd23bb,5.5832316866e-06
ec62e1d25e6dff5ae35104e82965d5ba,6698165ecf07f786f587edacd1beed46,8.0780141791e-12
b06674d5f2135b4f296d25677a795f80,18ef078c925908094fa5302805a71cac,6.1066704129e-07
d33912ddd7b83cd0cd99fae496fd7d7f,80e8f39dfe0522d562d908d710fb1a87,1.02947377443e-12
040819d10257dff9deff0280fef7c9b0,43ec68989ae2c532746811b815b5e378,0.00189803359801
76e176fafb7b912fce20dae5808c1692,f63e5dc51d33cebcc3f3156bca7caf05,0.033400616042
0b50f6de04a0e14e7a7924e22da01348,db4a4efde86ed2cc058fd703b077d8ee,5.71674728393e-06
c31ef2faf3a00962aa0ff18d2a5be459,6a8fa3cebd983ea6ff08ebd2f291c6ba,0.628413437288
0f929b143d6c670874ae558f21f49bad,8e06159741bfcd8aa10c34d56924576a,9.59733856641e-12
6c9d7b275b8fd9dfb7439204a98f3003,cb61a6c290348918e87b11b0f5b50d1c,1.79473094681e-09
0278beda884e7ed557c47dcb02ebfdca,304d6da424cc4db7308871273f6658da,1.04850676365e-12
2b95aa619aa6db6194aaf8ec9fbba8cd,51581602f17b3997923b8ea2120e767d,1.00872787973e-16
b06674d5f2135b4f296d25677a795f80,2ddc34b17264b7269afce7f8f4f83248,5.10287465069e-07
5e57e9bcbe111e4bf06c607bab1b8d02,296825ad3fcbd149efe3ab0b8abb2518,0.00137601754286
f0bbe10ce682e4d40fd8751466a8d4cc,79b687b9996767f41561e0d46d20eafc,0.990259324238
29deed3d34a8c5d30bd81e565df1c6f6,bae3a373fcffa6d0f1a938425bcc00d9,2.89351721089e-08
9375363912e1a69423cc33e748e50d75,e569a1d89fb5d5dda96379b04698c867,1.12191864416e-10
4a94a79dd06f93b10f26db0825397e24,4fa46db802787cb2a0d6750fdf340ef3,1.31579745621e-05
4462dcd2a36977b42981ac22436b2f06,2924233bad9352a8c5096df2989caad2,2.69011263572e-18
b4e86952b16466765e8e5eb8a4a1648c,7bcf17a6f51775a776de432fd5d068b8,1.57338378171e-15
14c14cd874293a30bfc187f5797f3740,7dd22274b7c370583b3d5a82b1325a09,9.88808305296e-12
b06674d5f2135b4f296d25677a795f80,25cfe989a10bfe7bd1f3850793b638aa,1.58935567858e-11
b4134ad16d4dd064cfba245bf5bdf793,e3c907dc4c5af6abd7ae0bd7a27463b0,2.90260298988e-07
86529f944f4e6ad5977290a4b5a99876,10f5f88a944fc67f2c93f945739c66cb,3.38765181086e-14
ca3f025bb7d8aa4bdd1fa63eb95f8b7f,3b0a47b50dd2e31a420a668585c26741,7.93901805107e-10
2daf2d952579496e13c9db619c7f45aa,465b8a27cd191981044b761de6bf0a53,2.32716365835e-12
cebc3350031414e49e751d760ed6c602,744978abceff3660a97cce1078ebf91e,2.00432769499e-11
328da5dcb053a7c5b1d387adf1564220,f0689b67a7f1bad37d08fba5aa96dfcf,2.46587891655e-11
ed03e4a9cb151728d53bd7c7c2fea426,ba6275d8c47f4f3570eb7bcd0ca76135,1.05022941968e-24
c18319ddcb344228b273e971f98ab275,e7b6b756e9c01a5f7be3cefa3594c025,1.88774774234e-09
ee00093321ad9a7ca59e74c624480a4c,f36e7d91d01713c51005c8cf648bd387,1.65140224752e-10
5f18b8eac684cdbebe4937abf0fe3757,7ca0389a344beaee6a786d09f6f7d21b,0.0247271634607
b06674d5f2135b4f296d25677a795f80,9986a35c41f7dc33bca89c6f821f2092,3.438636418e-09
673e39133b3e438116050a623e674449,71ba908dbaee7dacc9721cab003d7c61,0.999487301475
4b3d82b0d9cac0bc6b5bf62e993563d9,c5955ef3dc305919d78b9639caff1644,0.00518740753941
6d0a28f109e0b98a4784ba81da8880a2,f85f0fe04ee0e5f8abe1cf156793ace4,8.54099109864e-19
d2d239b61d325b015fbee8121368f4d1,e2ff276f59d98f053ed6bb529d5056cd,5.99427316665e-07
428a997f2a5dc78a9af6610e3c4677a6,f737f85a60890a9204bbde447a4658d5,0.999915862355
6d059feccace29c28ab798ecabe9c05c,553ac2b6a07b3c29fd1cbc0c8e2c4d92,1.96359832635e-12
192da787cc4b8c7f07d54129659abf78,eb5068b65a3957585bc554e273e52f92,2.6372979053e-11
6a4c8b431c337cefa0131f5959d8fd63,3f5de7bc2b2e615ca0fa9c625b250faa,5.79097189314e-12
c40b0ab6c556f6e7355f50bb8a8881cd,0177ba503a5d4bbfc3cd2b41b08971b5,0.20468336889
390fbf9d3650ccdf29b4f7fe1d225e83,e7475a10b8289a5f1b33acf34913fc93,6.1306313306e-08
23694b0acf3e46d91674b6bd880d7219,36ed43035f4309bcc9957c9bf348b54e,2.65699626242e-09
1d3d5b662e0b13b3b0f43f594bb2e05f,b7c8b9a2d3cd9757659bc5197011e98a,0.999919964545
d392f17bf32fa4e4f72d7559894e42f8,10ced693c421312469478934120edfc7,2.77251062807e-13
39b1a1378c26f578df075d4a2dc3bf7d,2cc55c8e997ae71a5728ea18896afca3,1.07396842657e-12
0465bcff58ba0903feb6e24b66bb29b1,2d3aa5d85bbdc5794776589a61d77e2d,0.999937665563
f72fb8a347421b029777f2dd53ead1df,60a3a0ddaafc1930754eb0adbed3f7bd,6.0847261296e-11
8aa682a85db0c61664a8dc52e4997c6e,4e846264c2b8431c67fabef4b04c7b08,9.20286655925e-07
405481345dd7729b91049d9b2e240c1f,531038ac7ebef3f383940ba1708889fc,3.53022647126e-14
f8378342eaf2a637dace59343326ae3b,9a384f6e98b07b2fbb366d3ac5961391,1.16955571741e-05
90bb6a401e0c99dd75c6832b86630138,43069148f561e6c0192de475afda3c4c,5.39171781313e-11
809194cefc3ec7203908a8c5c5417a1e,d23ff98a82299dc4136b5844e3249680,6.67348864374e-11
b7761161d588c02fc96d770b1f6df984,64e1c3152b0ad8ab1a3b6bbda5d2bbe8,2.10180879746e-06
e1a1009e93ea09bdd981029b592d89b8,34da53b17183c969a8c023e22646eaeb,1.19075052639e-08
4aea144ccf4f6ff55b954ce2d6270f30,f8b6fd7ea95c7353680ba7acac05ea61,8.49427078246e-09
1dcc35cda669f3c5377a3fd390882ed9,2214c0a0ab7d17a7306c1596e5ea4633,3.13006327553e-08
a39c1bccd57bbdea4a56c91a6144b7db,749123df59eb0ac6aea1fec300d4a55c,2.41758708973e-06
